model,file_id,noise_type,level,latency_s,accuracy_pct,hypothesis,reference
tiny,09,street,level_heavy,0.598,69.2,"Đơn hàng lần này gồm năm trong sản phẩm, cần ra chức ngày 15 tháng tắng, thời gian sản xuất tiêu chuẩn của chúng tôi là bác đơn. Nếu đặt hàng gấp, á không, nếu là đơn thời gian, chúng tôi có thể giúp nắn xuống còn mười ngày với phụ phí năm phần chăm. Hàng sẽ được phận chuyển bằng đường biển, dự kiến mất thêm hai tồn. Chúng tôi sẽ gửi mở chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
tiny,10,street,level_heavy,0.422,100.0,"We need the shipment to arrive by September 1st. Actually, no. Make it September 5th at the latest that timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable. Given the urgency of this order, we'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
tiny,01,street,level_light,0.762,58.7,"Xin chào, tôi làm m�, đại giản cho công ty tất việt số lưu sần, chúng tôi chuyên công cấp lại pháp vấn mềm trong ngành Lơ Stakes. Công ty được thành lập 5.2.000 không chăm mười tắng. Huyện có hơn 1.2.000 viên, 2.5 năm ngoái của chúng tôi đặt khoảng 5.000 đồng. Chúng tôi đang tìm kiếm đối tác chiến lực ở khu vực đông năm á. Dất mong được hợp tác lâu dài với quy công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
tiny,02,street,level_light,0.607,91.0,"Good morning, my name is A'A'A'Sara. I represent Aurora Tech Singapore. We provide eye-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform process, you know, more than two million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
tiny,03,street,level_light,0.588,61.5,"Chúng tôi đã review bảo giá của quy công ty. Mức giá hơi tào sau với bắt sĩ bàn đầu. Nên sách của chúng tôi cho bỏ sách này là khoảng 2,000 do là Mỹ. Nếu ký hợp đồng 2 năm, quy vị có thể óp vừa giảm giá người phần chăm được không. Chúng tôi cũng cần thời gian bảo hành tôi thiệu người tấm thắng. Vậy chúng ta có thể chốt lại các ác sân ai tầm vào cuộc họp bình sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
tiny,04,street,level_light,0.412,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
tiny,05,street,level_light,0.614,48.0,"Về mừng tâm trong hợp đồng đang gây là bác nguy phần chăm trước. Bệ nguy phần chăm sau khi nghiệp thú, chúng tôi muốn điều trình thành 3 được tháng toán thay vì hai được. Về điều khoản phật li phang, mức phạt hiện tại là không phải nằm phần chăm mỗi ngày trễ hạnh. Thơi hạn hợp đồng là mười hai thắng, có thể ra hạn thêm sau thắng. Tìm lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
tiny,06,street,level_light,0.393,98.2,Let's go over the Confidentiality clause in Section 4 of the Contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
tiny,07,street,level_light,0.576,59.4,"Hệ thống của chúng tôi hiện tại Sepoth Tích Hợp quà API REST và WACU. Thời gian phản hồi chung bình là giới 2.000 lia dây. Dữ liệu được mạo hóa theo chuẩn, AES 2.5 sấu khi liều chữ và chuyển tài. Hệ thống có khả năng scale để handle tới 1 nghìn vịch quét mỗi dây. Chúng tôi cùng cấp tại liệu API này đủ và hỗ trợ kiện thoại 2.000 vấn bài.",Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
tiny,08,street,level_light,0.403,100.0,"How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
tiny,09,street,level_light,0.575,66.7,"Đơn hàng lần này gồm năm 2018, cần rau trước ngày 15 tháng tắm, thời gian sản sất tiêu chuẩn của chúng tôi là bát tồn. Nếu đặt hàng gấp, á không, nếu là đơn ở dần, chúng tôi có thể giúp nắn xuống còn mười ngày với phụ phi năm 2019. Hàng sẽ được phận chuyển bằng đường biển, dự kiến mất thêm hai tồn. Chúng tôi sẽ gửi mở chắc kinh đơn hàng ngày sau khi sất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
tiny,10,street,level_light,0.419,100.0,"We need the shipment to arrive by September 1st. Actually, no. Make it September 5th at the latest that timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable. Given the urgency of this order, we'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
tiny,01,street,level_medium,0.753,56.0,"Xin chào, tôi làm mính, đại giản cho công ty tất việt số lưu sần, chúng tôi chuyên công cấp lại pháp phần mềm trong ngày Lưu SISTIC. Công ty được thành lập 5.2.000 không chăm mười tắng. Dện có hơn 1.2.000 viên, 2.000 ngui của chúng tôi đặt khoảng 5.000 đồng. Chúng tôi đang tìm kiếm đối tác chiến lực ở khu vực đông năm á. Dết mong được hợp tác lâu dài với quyết công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
tiny,02,street,level_medium,0.602,85.1,"Good morning, my name is A. Sarah, I represent Aurora Tech Singapore. We provide eye-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. We're going to be able to take the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
tiny,03,street,level_medium,0.6,55.1,"Chúng tôi đã review bảo giá quốc quý công ty. Mức giá hơi tào sau với bắt sĩ bàn đầu. Nên sách của chúng tôi cho bọn sách này là khoảng 2,000 do làm ý. Nếu khi hợp đồng 2 năm, viết có thể óc phở giảm giá mười phần chăm được không. Chúng tôi cũng cần thời gian bảo hành tôi thiệu mười tấm thắng. Vậy chúng ta có thể chốt lại các ác sân ai tâm vào quốc hợp bình sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
tiny,04,street,level_medium,0.42,100.0,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 a.m.? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
tiny,05,street,level_medium,0.618,42.7,"Về mừng tâm trong hợp đồng đang gây là bá nguy phần chăm trước. Bả nguy phần chăm sau khi nghiệp thú, chúng tôi muốn điều trình thành ba được thành tỏng khai vi hay được. Về điều khoản phật đi phản, mức phạt hiện tại là không phải nằm phần chăm mỗi ngày trễ hạnh. Thơi hạn hợp đồng là mười hay thắng, có thể ra hạn thêm sau thắng. Tìm lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
tiny,06,street,level_medium,0.394,98.2,Let's go over the Confidentiality clause in Section 4 of the Contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
tiny,07,street,level_medium,0.596,49.3,Hệ thống của chúng tôi hiện tại sợp tích hợp qua API REST và WACU. Thời gian phản hồi chung bình là giới hai chăm mì lý giấy. Dữ liệu được mạo hóa theo chuẩn ở ES Hai chăm 5 mươi sấu khi liều chữ và chuyên tay. Hệ thống có khả năng scale để handle tới mười nghiên rịch Quest mỗi giấy. Chúng tôi cùng cấp tại liệu API đầy đủ và hỗ trợ kiện thoại hai mối bốn phần bày.,Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
tiny,08,street,level_medium,0.41,100.0,"How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
tiny,09,street,level_medium,0.599,66.7,"Đơn hàng lần này gồm năm trong sản phẩm, cần rau trước ngày 15 tháng tắm, thời gian sản sất tiêu chuẩn của chúng tôi là bát tồn. Nếu đặt hàng gấp, a không, nếu là đơn ở dần, chúng tôi có thể giúp nắn xuống còn mười ngày với phụ phi năm phần chăm. Hàng sẽ được phận chuyển bằng đường biển, dự kiến mất thêm hai tồn. Chúng tôi sẽ gửi mở chắc kinh đơn hàng ngày sau khi sất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
tiny,10,street,level_medium,0.421,100.0,"We need the shipment to arrive by September 1st. Actually, no. Make it September 5th at the latest that timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable. Given the urgency of this order, we'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,none,clean,1.325,85.3,"Xin chào, tôi làm minh, đại diện cho công ty tích việc solu sình, chúng tôi chuyên cung cấp dài pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018. Huyện có hơn 120 nhân viên, doanh phù năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiểm đôi tác chiến lược ở khu vực đông Nam Á. Zất mong được hợp tác lâu dài với quý công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,none,clean,1.034,95.5,"Good morning, my name is AAH, Sarah, I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,none,clean,1.223,69.2,"Chúng tôi đã review bảo giá của Quý Công Tí, mức giá hơi cao xò với bát xít bàn đầu. Nên sách của chúng tôi cho project này là khoảng 200.000 USD. Nếu ký hợp đồng 2 năm, Quý vị có thể opt for giảm giá 10% được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiệu 18 tháng. Vậy chúng ta có thể chốt lại các ác dần item và quốc hợp bên sau hông.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,none,clean,0.667,96.6,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9am? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,none,clean,1.257,80.0,"Bây giờ, tâm trong hợp đồng đang ghi là 30% trước. 70% sau khi nghiệm thu, chúng tôi muốn điều trình thành 3 đợt thành toán, thay vì 2 đợt. Về điều khoản phạt ví phạm, mức phạt hiện tại là không phải 5% mỗi ngày chế hạn. Thời hạn hợp đồng là 12 tháng, có thể ra hạn thêm 6 tháng, tìm li go của chúng tôi sẽ xem lại bản dự thảo trước khi kỳ chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,none,clean,0.639,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,none,clean,0.918,71.0,"Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và Webhook. Thời gian phản hồi chung binh là dưới 200 mdg. Dữ liệu được mạ hóa theo chuẩn, AES 250-16 khi liều chữ và chuyên tài. Hệ thống có khả năng scale để hendon tới 10.000 requests mỗi dây. Chúng tôi cùng cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24 phần bày.",Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,none,clean,0.663,90.4,"How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on premise deployment for sensitive data? Yes, we offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,none,clean,0.975,85.9,"Đơn hàng là này gồm 500 sản phẩm, cần dào trước ngày 15 tháng 8, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đạt hàng gấp, ah không, nếu là đơn ơ dần, chúng tôi có thể giúp ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần, chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất khó.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
base,10,none,clean,0.677,100.0,"We need the shipment to arrive by September 1st. Actually, no. Make it September 5th at the latest that timeline is tight. But we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable. Given the urgency of this order, we'll confirm the final delivery date within 24 hours.","We need the shipment to arrive by September 1st... actually, no, make it September 5th at the latest. That timeline is tight, but we can arrange air freight instead of sea freight. Air freight would increase the cost by approximately 20%. That's acceptable, given the urgency of this order. We'll confirm the final delivery date within 24 hours."
base,01,cafe,level_heavy,1.389,68.0,"Xin chào, tôi làm minh, đại diện cho công ty tích việc soluocen, chúng tôi chuyên kôn cấp dài pháp phần mền cho nành Lurgy State. Công ty được thành lập 5 2.000 không trăm 10 tảng. Viện có hơn 100 2 người nhân viên, dành khu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Zất mong được hợp tác lâu dài với cuy công ty.","Xin chào, tôi là Minh, đại diện cho công ty TechViet Solutions. Chúng tôi chuyên cung cấp giải pháp phần mềm cho ngành logistics. Công ty được thành lập năm 2018, hiện có hơn 120 nhân viên. Doanh thu năm ngoái của chúng tôi đạt khoảng 50 tỷ đồng. Chúng tôi đang tìm kiếm đối tác chiến lược ở khu vực Đông Nam Á. Rất mong được hợp tác lâu dài với quý công ty."
base,02,cafe,level_heavy,1.065,95.5,"Good morning, my name is Ha, Sarah. I represent Aurora Tech Singapore. We provide iPowered supply chain platforms for enterprise clients. We currently serve over 40 clients across six countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today.","Good morning, my name is... ah, Sarah, I represent Aurora Tech Singapore. We provide AI-powered supply chain platforms for enterprise clients. We currently serve over 40 clients across 6 countries in the region. Last quarter, our platform processed, you know, more than 2 million transactions. We're excited about the possibility of expanding into the Vietnamese market. Thank you for taking the time to meet with us today."
base,03,cafe,level_heavy,1.257,73.1,"Chúng tôi đã review bảo giá cuộc vị công ty, mức giá người cao so với bắt xíp bàn đầu. Ninh sách của chúng tôi cho project này là khoảng 200 miền do la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể ók vừa dảm giá 10 văn chăm được hơn. Chúng tôi cũng cần thời gian bảo hành tối thiệu 18 tháng. Vậy chúng ta có thể chốt lại các át dân item vào cuộc họp bên sau không.","Chúng tôi đã review báo giá của quý công ty, mức giá hơi cao so với budget ban đầu. Ngân sách của chúng tôi cho project này là khoảng 200 nghìn đô la Mỹ. Nếu ký hợp đồng 2 năm, quý vị có thể offer giảm giá 10% được không? Chúng tôi cũng cần thời gian bảo hành tối thiểu 18 tháng. Vậy chúng ta có thể chốt lại các action items vào cuộc họp tuần sau không?"
base,04,cafe,level_heavy,0.701,100.0,"We would like to discuss the pricing for the next quarter. Our current offer is, let me check, 15% lower than the market average. However, we can only guarantee this rate for orders above. Sorry, above 500 units, can we schedule a follow-up meeting next Monday at 9 a.m.? I'll send the revised proposal by email this afternoon.","We would like to discuss the pricing for the next quarter. Our current offer is... let me check... 15% lower than the market average. However, we can only guarantee this rate for orders above... sorry, above 500 units. Can we schedule a follow-up meeting next Monday at 9 AM? I'll send the revised proposal by email this afternoon."
base,05,cafe,level_heavy,0.955,64.0,"Về mình tâm trong hợp đồng đang ghi là 30% trước. 70% sau khi niệm thú, chúng tôi muốn điều trình 3 đợt thay toán, hay vì 2 đợt. Để điều quan và tí phạm, mức và thiệt tải là không phải 5% mũi ngày chữ hạn. Thơi hạn hợp đồng là 12 tháng, có thể ra hạn thêm 6 tháng, tim lý gồ của chúng tôi sẽ xem lại bản dự thảo trước khi khi chính thức.","Payment terms trong hợp đồng đang ghi là 30% trước, 70% sau khi nghiệm thu. Chúng tôi muốn điều chỉnh thành 3 đợt thanh toán thay vì 2 đợt. Về điều khoản phạt vi phạm, mức phạt hiện tại là 0.5% mỗi ngày trễ hạn. Thời hạn hợp đồng là 12 tháng, có thể gia hạn thêm 6 tháng. Team legal của chúng tôi sẽ xem lại bản dự thảo trước khi ký chính thức."
base,06,cafe,level_heavy,0.661,98.2,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for five years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.,Let's go over the confidentiality clause in section 4 of the contract. This clause remains valid for 5 years after the contract ends. We propose adding an arbitration clause in case of any disputes. Both parties must give written notice at least 60 days before termination. I believe this covers all the key terms for now.
base,07,cafe,level_heavy,0.933,59.4,"Hệ thống của chúng tôi hiện tại Sepostiq Hợp qua API West for Echo. Thời gian phản hồi chung binh là dưới 200 mA. Dữ liệu được mạng hóa theo chuẩn AES 2506 kí liu chữ và chuyên tài. Hệ thống có khả năng scale để hendon tới 10,000 VQS mỗi dây. Chúng tôi cùng cấp tay liệu API đầy đủ và hỗ trợ thị thuật 24 phần bày.",Hệ thống của chúng tôi hiện tại support tích hợp qua API REST và webhook. Thời gian phản hồi trung bình là dưới 200 mili giây. Dữ liệu được mã hóa theo chuẩn AES-256 khi lưu trữ và truyền tải. Hệ thống có khả năng scale để handle tới 10 nghìn request mỗi giây. Chúng tôi cung cấp tài liệu API đầy đủ và hỗ trợ kỹ thuật 24/7.
base,08,cafe,level_heavy,0.675,90.4,"How does your platform handle data backup and disaster recovery? We perform automatic backups every six hours with a 99.9% uptime guarantee. Is the system compatible with? Um, on premise deployment for sensitive data? Yes, we offer both cloud and on premise deployment options. What is the estimated onboarding time for a new client?","How does your platform handle data backup and disaster recovery? We perform automatic backups every 6 hours with a 99.9% uptime guarantee. Is the system compatible with, um, on-premise deployment for sensitive data? Yes, we offer both cloud and on-premise deployment options. What is the estimated onboarding time for a new client?"
base,09,cafe,level_heavy,0.949,78.2,"Đơn hàng là này gung 500 sản phẩm, cần dào trước ngày 15 tháng, thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp, ah không, nếu là đơn ư dần, chúng tôi có thể dút ngắn xuống còn 10 ngày với phụ khí 5 phần trang. Hàng sẽ được vận chuyển bằng đơn biển, dự thiến mất thêm 2 tuần, chúng tôi sẽ gửi mã chắc kinh đơn hàng ngày sau khi xuất có.","Đơn hàng lần này gồm 500 sản phẩm, cần giao trước ngày 15 tháng 8. Thời gian sản xuất tiêu chuẩn của chúng tôi là 3 tuần. Nếu đặt hàng gấp... à không, nếu là đơn urgent, chúng tôi có thể rút ngắn xuống còn 10 ngày với phụ phí 5%. Hàng sẽ được vận chuyển bằng đường biển, dự kiến mất thêm 2 tuần. Chúng tôi sẽ gửi mã tracking đơn hàng ngay sau khi xuất kho."
